root,verb_entry_id,entry_type,measure,status,meaning,current_past,current_present,current_imperative,qutrub_result,qutrub_future_type,qutrub_past,qutrub_present,qutrub_imperative,past_match,present_match,imperative_match,safe_corrections,qutrub_url
نزل,نزل-main,Main,I,ai_draft,descending,نَزَلَ,يَنْزِلُ,اِنْزِلْ,matched_existing_future_type,كسرة,نَزَلَ,يَنْزِلُ,اِنْزِلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=نَزَلَ
نزل,نزل-csv-149,Variant,IV,ai_draft,To bring down,أنزل,ينزل,أنزل,unambiguous,فتحة,أَنْزَلَ,يُنْزِلُ,أَنْزِلْ,False,False,False,past=أَنْزَلَ; present=يُنْزِلُ; imperative=أَنْزِلْ,https://qutrub.arabeyes.org/?verb=أنزل
ضرب,ضرب-main,Main,I,ai_draft,striking,ضَرَبَ,يَضْرِبُ,اِضْرِبْ,matched_existing_future_type,كسرة,ضَرَبَ,يَضْرِبُ,اِضْرِبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=ضَرَبَ
قتل,قتل-main,Main,I,ai_draft,killing,قَتَلَ,يَقْتُلُ,اُقْتُلْ,matched_existing_future_type,ضمة,قَتَلَ,يَقْتُلُ,اُقْتُلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=قَتَلَ
قتل,قتل-csv-168,Variant,VI,ai_draft,To kill one another,تقاتل,يتقاتل,تقاتل,unambiguous,فتحة,تَقَاتَلَ,يَتَقَاتَلُ,تَقَاتَلْ,False,False,False,past=تَقَاتَلَ; present=يَتَقَاتَلُ; imperative=تَقَاتَلْ,https://qutrub.arabeyes.org/?verb=تقاتل
سكن,سكن-main,Main,I,ai_draft,"dwelling, being calm",سَكَنَ,يَسْكُنُ,اُسْكُنْ,matched_existing_future_type,ضمة,سَكَنَ,يَسْكُنُ,اُسْكُنْ,True,True,True,,https://qutrub.arabeyes.org/?verb=سَكَنَ
عرف,عرف-main,Main,I,ai_draft,"knowing, recognizing",عَرَفَ,يَعْرِفُ,اِعْرِفْ,matched_existing_future_type,كسرة,عَرَفَ,يَعْرِفُ,اِعْرِفْ,True,True,True,,https://qutrub.arabeyes.org/?verb=عَرَفَ
كسب,كسب-main,Main,I,ai_draft,earning,كَسَبَ,يَكْسِبُ,اِكْسِبْ,matched_existing_future_type,كسرة,كَسَبَ,يَكْسِبُ,اِكْسِبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=كَسَبَ
كسب,كسب-csv-373,Variant,VIII,ai_draft,"To acquire, gain",اكتسب,يكتسب,اكتسب,unambiguous,فتحة,اِكْتَسَبَ,يَكْتَسِبُ,اِكْتَسِبْ,False,False,False,past=اِكْتَسَبَ; present=يَكْتَسِبُ; imperative=اِكْتَسِبْ,https://qutrub.arabeyes.org/?verb=اكتسب
رجع,رجع-main,Main,I,ai_draft,returning,رَجَعَ,يَرْجِعُ,اِرْجِعْ,matched_existing_future_type,كسرة,رَجَعَ,يَرْجِعُ,اِرْجِعْ,True,True,True,,https://qutrub.arabeyes.org/?verb=رَجَعَ
رجع,رجع-csv-388,Variant,III,ai_draft,"To revise, review",راجع,يراجع,راجع,unambiguous,فتحة,رَاجَعَ,يُرَاجِعُ,رَاجِعْ,False,False,False,past=رَاجَعَ; present=يُرَاجِعُ; imperative=رَاجِعْ,https://qutrub.arabeyes.org/?verb=راجع
ركب,ركب-main,Main,I,ai_draft,riding,رَكِبَ,يَرْكَبُ,اِرْكَبْ,matched_existing_future_type,فتحة,رَكِبَ,يَرْكَبُ,اِرْكَبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=رَكِبَ
ركب,ركب-csv-238,Variant,VIII,ai_draft,To commit,ارتكب,يرتكب,ارتكب,unambiguous,فتحة,اِرْتَكَبَ,يَرْتَكِبُ,اِرْتَكِبْ,False,False,False,past=اِرْتَكَبَ; present=يَرْتَكِبُ; imperative=اِرْتَكِبْ,https://qutrub.arabeyes.org/?verb=ارتكب
سجن,سجن-main,Main,I,ai_draft,imprisoning,سَجَنَ,يَسْجُنُ,اُسْجُنْ,matched_existing_future_type,ضمة,سَجَنَ,يَسْجُنُ,اُسْجُنْ,True,True,True,,https://qutrub.arabeyes.org/?verb=سَجَنَ
سبق,سبق-main,Main,I,ai_draft,"preceding, racing ahead",سَبَقَ,يَسْبِقُ,اِسْبِقْ,matched_existing_future_type,كسرة,سَبَقَ,يَسْبِقُ,اِسْبِقْ,True,True,True,,https://qutrub.arabeyes.org/?verb=سَبَقَ
سبق,سبق-csv-158,Variant,III,ai_draft,To compete,سابق,يسابق,سابق,unambiguous,فتحة,سَابَقَ,يُسَابِقُ,سَابِقْ,False,False,False,past=سَابَقَ; present=يُسَابِقُ; imperative=سَابِقْ,https://qutrub.arabeyes.org/?verb=سابق
سرق,سرق-main,Main,I,ai_draft,stealing,سَرَقَ,يَسْرِقُ,اِسْرِقْ,matched_existing_future_type,كسرة,سَرَقَ,يَسْرِقُ,اِسْرِقْ,True,True,True,,https://qutrub.arabeyes.org/?verb=سَرَقَ
صرف,صرف-main,Main,I,ai_draft,"turning away, morphology",صَرَفَ,يَصْرِفُ,اِصْرِفْ,matched_existing_future_type,كسرة,صَرَفَ,يَصْرِفُ,اِصْرِفْ,True,True,True,,https://qutrub.arabeyes.org/?verb=صَرَفَ
صرف,صرف-csv-494,Variant,V,ai_draft,"To act, behave",تصرف,يتصرف,تصرف,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=تصرف
صنع,صنع-main,Main,I,ai_draft,"making, crafting",صَنَعَ,يَصْنَعُ,اِصْنَعْ,matched_existing_future_type,فتحة,صَنَعَ,يَصْنَعُ,اِصْنَعْ,True,True,True,,https://qutrub.arabeyes.org/?verb=صَنَعَ
ظهر,ظهر-main,Main,I,ai_draft,appearing,ظَهَرَ,يَظْهَرُ,اِظْهَرْ,matched_existing_future_type,فتحة,ظَهَرَ,يَظْهَرُ,اِظْهَرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=ظَهَرَ
قعد,قعد-main,Main,I,ai_draft,sitting,قَعَدَ,يَقْعُدُ,اُقْعُدْ,matched_existing_future_type,ضمة,قَعَدَ,يَقْعُدُ,اُقْعُدْ,True,True,True,,https://qutrub.arabeyes.org/?verb=قَعَدَ
قطع,قطع-main,Main,I,ai_draft,cutting,قَطَعَ,يَقْطَعُ,اِقْطَعْ,matched_existing_future_type,فتحة,قَطَعَ,يَقْطَعُ,اِقْطَعْ,True,True,True,,https://qutrub.arabeyes.org/?verb=قَطَعَ
قسم,قسم-main,Main,I,ai_draft,"dividing, apportioning",قَسَمَ,يَقْسِمُ,اِقْسِمْ,matched_existing_future_type,كسرة,قَسَمَ,يَقْسِمُ,اِقْسِمْ,True,True,True,,https://qutrub.arabeyes.org/?verb=قَسَمَ
قسم,قسم-csv-152,Variant,VII,ai_draft,"To be split, divided",انقسم,ينقسم,انقسم,unambiguous,فتحة,اِنْقَسَمَ,يَنْقَسِمُ,اِنْقَسِمْ,False,False,False,past=اِنْقَسَمَ; present=يَنْقَسِمُ; imperative=اِنْقَسِمْ,https://qutrub.arabeyes.org/?verb=انقسم
كتم,كتم-main,Main,I,ai_draft,concealing,كَتَمَ,يَكْتُمُ,اُكْتُمْ,matched_existing_future_type,ضمة,كَتَمَ,يَكْتُمُ,اُكْتُمْ,True,True,True,,https://qutrub.arabeyes.org/?verb=كَتَمَ
كشف,كشف-main,Main,I,ai_draft,"uncovering, removing",كَشَفَ,يَكْشِفُ,اِكْشِفْ,matched_existing_future_type,كسرة,كَشَفَ,يَكْشِفُ,اِكْشِفْ,True,True,True,,https://qutrub.arabeyes.org/?verb=كَشَفَ
لعب,لعب-main,Main,I,ai_draft,playing,لَعِبَ,يَلْعَبُ,اِلْعَبْ,matched_existing_future_type,فتحة,لَعِبَ,يَلْعَبُ,اِلْعَبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=لَعِبَ
لبث,لبث-main,Main,I,ai_draft,"remaining, staying",لَبِثَ,يَلْبَثُ,اِلْبَثْ,matched_existing_future_type,فتحة,لَبِثَ,يَلْبَثُ,اِلْبَثْ,True,True,True,,https://qutrub.arabeyes.org/?verb=لَبِثَ
مكث,مكث-main,Main,I,ai_draft,"staying, waiting",مَكَثَ,يَمْكُثُ,اُمْكُثْ,matched_existing_future_type,ضمة,مَكَثَ,يَمْكُثُ,اُمْكُثْ,True,True,True,,https://qutrub.arabeyes.org/?verb=مَكَثَ
منع,منع-main,Main,I,ai_draft,preventing,مَنَعَ,يَمْنَعُ,اِمْنَعْ,matched_existing_future_type,فتحة,مَنَعَ,يَمْنَعُ,اِمْنَعْ,True,True,True,,https://qutrub.arabeyes.org/?verb=مَنَعَ
منع,منع-csv-495,Variant,VIII,ai_draft,To abstain,امتنع,يمتنع,امتنع,unambiguous,فتحة,اِمْتَنَعَ,يَمْتَنِعُ,اِمْتَنِعْ,False,False,False,past=اِمْتَنَعَ; present=يَمْتَنِعُ; imperative=اِمْتَنِعْ,https://qutrub.arabeyes.org/?verb=امتنع
نصح,نصح-main,Main,I,ai_draft,advising sincerely,نَصَحَ,يَنْصَحُ,اِنْصَحْ,matched_existing_future_type,فتحة,نَصَحَ,يَنْصَحُ,اِنْصَحْ,True,True,True,,https://qutrub.arabeyes.org/?verb=نَصَحَ
نطق,نطق-main,Main,I,ai_draft,"speaking, uttering",نَطَقَ,يَنْطِقُ,اِنْطِقْ,matched_existing_future_type,كسرة,نَطَقَ,يَنْطِقُ,اِنْطِقْ,True,True,True,,https://qutrub.arabeyes.org/?verb=نَطَقَ
نفخ,نفخ-main,Main,I,ai_draft,blowing,نَفَخَ,يَنْفُخُ,اُنْفُخْ,matched_existing_future_type,ضمة,نَفَخَ,يَنْفُخُ,اُنْفُخْ,True,True,True,,https://qutrub.arabeyes.org/?verb=نَفَخَ
هجر,هجر-main,Main,I,ai_draft,"abandoning, emigrating",هَجَرَ,يَهْجُرُ,اُهْجُرْ,matched_existing_future_type,ضمة,هَجَرَ,يَهْجُرُ,اُهْجُرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=هَجَرَ
هجر,هجر-csv-75,Variant,III,ai_draft,"To move away, migrate",هاجر,يهاجر,هاجر,unambiguous,فتحة,هَاجَرَ,يُهَاجِرُ,هَاجِرْ,False,False,False,past=هَاجَرَ; present=يُهَاجِرُ; imperative=هَاجِرْ,https://qutrub.arabeyes.org/?verb=هاجر
هلك,هلك-main,Main,I,ai_draft,perishing,هَلَكَ,يَهْلِكُ,اِهْلِكْ,matched_existing_future_type,كسرة,هَلَكَ,يَهْلِكُ,اِهْلِكْ,True,True,True,,https://qutrub.arabeyes.org/?verb=هَلَكَ
هلك,هلك-csv-268,Variant,X,ai_draft,To consume,استهلك,يستهلك,استهلك,unambiguous,فتحة,اِسْتَهْلَكَ,يَسْتَهْلِكُ,اِسْتَهْلِكْ,False,False,False,past=اِسْتَهْلَكَ; present=يَسْتَهْلِكُ; imperative=اِسْتَهْلِكْ,https://qutrub.arabeyes.org/?verb=استهلك
خسر,خسر-main,Main,I,ai_draft,"losing, incurring loss",خَسِرَ,يَخْسَرُ,اِخْسَرْ,matched_existing_future_type,فتحة,خَسِرَ,يَخْسَرُ,اِخْسَرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=خَسِرَ
خلد,خلد-main,Main,I,ai_draft,abiding forever,خَلَدَ,يَخْلُدُ,اُخْلُدْ,matched_existing_future_type,ضمة,خَلَدَ,يَخْلُدُ,اُخْلُدْ,True,True,True,,https://qutrub.arabeyes.org/?verb=خَلَدَ
درس,درس-main,Main,I,ai_draft,studying,دَرَسَ,يَدْرُسُ,اُدْرُسْ,matched_existing_future_type,ضمة,دَرَسَ,يَدْرُسُ,اُدْرُسْ,True,True,True,,https://qutrub.arabeyes.org/?verb=دَرَسَ
ذبح,ذبح-main,Main,I,ai_draft,slaughtering,ذَبَحَ,يَذْبَحُ,اِذْبَحْ,matched_existing_future_type,فتحة,ذَبَحَ,يَذْبَحُ,اِذْبَحْ,True,True,True,,https://qutrub.arabeyes.org/?verb=ذَبَحَ
شرح,شرح-main,Main,I,ai_draft,"expanding, explaining",شَرَحَ,يَشْرَحُ,اِشْرَحْ,matched_existing_future_type,فتحة,شَرَحَ,يَشْرَحُ,اِشْرَحْ,True,True,True,,https://qutrub.arabeyes.org/?verb=شَرَحَ
شعر,شعر-main,Main,I,ai_draft,"perceiving, feeling",شَعَرَ,يَشْعُرُ,اُشْعُرْ,matched_existing_future_type,ضمة,شَعَرَ,يَشْعُرُ,اُشْعُرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=شَعَرَ
عجب,عجب-main,Main,I,ai_draft,"wondering, marveling",عَجِبَ,يَعْجَبُ,اِعْجَبْ,matched_existing_future_type,فتحة,عَجِبَ,يَعْجَبُ,اِعْجَبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=عَجِبَ
عجب,عجب-csv-372,Variant,IV,ai_draft,"To delight, excite, appeal to",أعجب,يعجب,أعجب,unambiguous,فتحة,أَعْجَبَ,يُعْجِبُ,أَعْجِبْ,False,False,False,past=أَعْجَبَ; present=يُعْجِبُ; imperative=أَعْجِبْ,https://qutrub.arabeyes.org/?verb=أعجب
غضب,غضب-main,Main,I,ai_draft,being angry,غَضِبَ,يَغْضَبُ,اِغْضَبْ,matched_existing_future_type,فتحة,غَضِبَ,يَغْضَبُ,اِغْضَبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=غَضِبَ
غفل,غفل-main,Main,I,ai_draft,being heedless,غَفَلَ,يَغْفُلُ,اُغْفُلْ,matched_existing_future_type,ضمة,غَفَلَ,يَغْفُلُ,اُغْفُلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=غَفَلَ
بلغ,بلغ-main,Main,I,ai_draft,reaching,بَلَغَ,يَبْلُغُ,اُبْلُغْ,matched_existing_future_type,ضمة,بَلَغَ,يَبْلُغُ,اُبْلُغْ,True,True,True,,https://qutrub.arabeyes.org/?verb=بَلَغَ
كسر,كسر-main,Main,I,ai_draft,breaking,كَسَرَ,يَكْسِرُ,اِكْسِرْ,matched_existing_future_type,كسرة,كَسَرَ,يَكْسِرُ,اِكْسِرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=كَسَرَ
أخذ,أخذ-main,Main,I,ai_draft,taking,أَخَذَ,يَأْخُذُ,خُذْ,matched_existing_future_type,ضمة,أَخَذَ,يَأْخُذُ,خُذْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَخَذَ
أكل,أكل-main,Main,I,ai_draft,eating,أَكَلَ,يَأْكُلُ,كُلْ,matched_existing_future_type,ضمة,أَكَلَ,يَأْكُلُ,كُلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَكَلَ
حبس,حبس-main,Main,I,ai_draft,"holding back, imprisoning",حَبَسَ,يَحْبِسُ,اِحْبِسْ,matched_existing_future_type,كسرة,حَبَسَ,يَحْبِسُ,اِحْبِسْ,True,True,True,,https://qutrub.arabeyes.org/?verb=حَبَسَ
سأل,سأل-main,Main,I,ai_draft,asking,سَأَلَ,يَسْأَلُ,اِسْأَلْ,matched_existing_future_type,فتحة,سَأَلَ,يَسْأَلُ,اِسْأَلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=سَأَلَ
طبخ,طبخ-main,Main,I,ai_draft,cooking,طَبَخَ,يَطْبُخُ,اُطْبُخْ,matched_existing_future_type,ضمة,طَبَخَ,يَطْبُخُ,اُطْبُخْ,True,True,True,,https://qutrub.arabeyes.org/?verb=طَبَخَ
طلب,طلب-main,Main,I,ai_draft,"seeking, requesting",طَلَبَ,يَطْلُبُ,اُطْلُبْ,matched_existing_future_type,ضمة,طَلَبَ,يَطْلُبُ,اُطْلُبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=طَلَبَ
طلب,طلب-csv-444,Variant,III,ai_draft,"To demand, seek",طالب,يطالب,طالب,unambiguous,فتحة,طَالَبَ,يُطَالِبُ,طَالِبْ,False,False,False,past=طَالَبَ; present=يُطَالِبُ; imperative=طَالِبْ,https://qutrub.arabeyes.org/?verb=طالب
قرأ,قرأ-main,Main,I,ai_draft,"reading, reciting",قَرَأَ,يَقْرَأُ,اِقْرَأْ,matched_existing_future_type,فتحة,قَرَأَ,يَقْرَأُ,اِقْرَأْ,True,True,True,,https://qutrub.arabeyes.org/?verb=قَرَأَ
وضع,وضع-main,Main,I,ai_draft,"putting, placing",وَضَعَ,يَضَعُ,ضَعْ,matched_existing_future_type,فتحة,وَضَعَ,يَضَعُ,ضَعْ,True,True,True,,https://qutrub.arabeyes.org/?verb=وَضَعَ
وضع,وضع-csv-533,Variant,VI,ai_draft,To be humble,تواضع,يتواضع,تواضع,unambiguous,فتحة,تَوَاضَعَ,يَتَوَاضَعُ,تَوَاضَعْ,False,False,False,past=تَوَاضَعَ; present=يَتَوَاضَعُ; imperative=تَوَاضَعْ,https://qutrub.arabeyes.org/?verb=تواضع
وعد,وعد-main,Main,I,ai_draft,promising,وَعَدَ,يَعِدُ,عِدْ,matched_existing_future_type,كسرة,وَعَدَ,يَعِدُ,عِدْ,True,True,True,,https://qutrub.arabeyes.org/?verb=وَعَدَ
وجد,وجد-main,Main,I,ai_draft,finding,وَجَدَ,يَجِدُ,جِدْ,matched_existing_future_type,كسرة,وَجَدَ,يَجِدُ,جِدْ,True,True,True,,https://qutrub.arabeyes.org/?verb=وَجَدَ
وصل,وصل-main,Main,I,ai_draft,"arriving, connecting",وَصَلَ,يَصِلُ,صِلْ,matched_existing_future_type,كسرة,وَصَلَ,يَصِلُ,صِلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=وَصَلَ
وصل,وصل-csv-134,Variant,VIII,ai_draft,"To connect, call",اتّصل,يتّصل,اتّصل,unambiguous,فتحة,اِتَّصَلَ,يَتَّصِلُ,اِتَّصِلْ,False,False,False,past=اِتَّصَلَ; present=يَتَّصِلُ; imperative=اِتَّصِلْ,https://qutrub.arabeyes.org/?verb=اتّصل
وقف,وقف-main,Main,I,ai_draft,"standing, stopping",وَقَفَ,يَقِفُ,قِفْ,matched_existing_future_type,كسرة,وَقَفَ,يَقِفُ,قِفْ,True,True,True,,https://qutrub.arabeyes.org/?verb=وَقَفَ
وقف,وقف-csv-241,Variant,IV,ai_draft,To stop,أوقف,يوقف,أوقف,unambiguous,فتحة,أَوْقَفَ,يُوقِفُ,أَوْقِفْ,False,False,False,past=أَوْقَفَ; present=يُوقِفُ; imperative=أَوْقِفْ,https://qutrub.arabeyes.org/?verb=أوقف
وقف,وقف-csv-262,Variant,V,ai_draft,To come to a standstill,توقّف,يتوقّف,توقّف,unambiguous,فتحة,تَوَقَّفَ,يَتَوَقَّفُ,تَوَقَّفْ,False,False,False,past=تَوَقَّفَ; present=يَتَوَقَّفُ; imperative=تَوَقَّفْ,https://qutrub.arabeyes.org/?verb=توقّف
حسب,حسب-main,Main,I,ai_draft,"calculating, reckoning",حَسَبَ,يَحْسِبُ,اِحْسَبْ,ambiguous_future_type,,حَسَبَ,,,True,,,,https://qutrub.arabeyes.org/?verb=حَسَبَ
حسب,حسب-csv-195,Variant,III,ai_draft,To hold accountable,حاسب,يحاسب,حاسب,unambiguous,فتحة,حَاسَبَ,يُحَاسِبُ,حَاسِبْ,False,False,False,past=حَاسَبَ; present=يُحَاسِبُ; imperative=حَاسِبْ,https://qutrub.arabeyes.org/?verb=حاسب
حسب,حسب-quranic-suppose,Variant,I,ai_draft,"thinking, supposing",حَسِبَ,يَحْسَبُ,اِحْسَبْ,matched_existing_future_type,فتحة,حَسِبَ,يَحْسَبُ,اِحْسَبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=حَسِبَ
سهر,سهر-main,Main,I,ai_draft,staying awake at night,سَهِرَ,يَسْهَرُ,اِسْهَرْ,matched_existing_future_type,فتحة,سَهِرَ,يَسْهَرُ,اِسْهَرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=سَهِرَ
صعب,صعب-main,Main,I,ai_draft,being difficult,صَعُبَ,يَصْعُبُ,اُصْعُبْ,matched_existing_future_type,ضمة,صَعُبَ,يَصْعُبُ,اُصْعُبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=صَعُبَ
